Offset,Hash,Original,Translation
40824,166,"場所：床　　重ね：○　上置：○
ディアブロスを記号的に
描いた柄を並べた敷物。","장소：바닥　　중첩：○　위에놓기：○
디아브로스를 기호처럼
그린 무늬를 늘어놓은 깔개."
40901,167,om533,
40907,167,ドスガレオスの敷物,도스가레오스 깔개
40926,167,"場所：床　　重ね：○　上置：○
ドスガレオスを記号的に描いた
柄を並べた敷物。","장소：바닥　　중첩：○　위에놓기：○
도스가레오스를 기호처럼 그린
무늬를 늘어놓은 깔개."
41003,168,om534,
41009,168,ガノトトスの敷物,가노토토스 깔개
41026,168,"場所：床　　重ね：○　上置：○
ガノトトスを記号的に描いた柄
を並べた敷物。","장소：바닥　　중첩：○　위에놓기：○
가노토토스를 기호처럼 그린 무늬
를 늘어놓은 깔개."
41101,169,om535,
41107,169,ダイミョウザザミ敷物,다이묘자자미 깔개
41128,169,"場所：床　　重ね：○　上置：○
ダイミョウザザミを記号的に
描いた柄を並べた敷物。","장소：바닥　　중첩：○　위에놓기：○
다이묘자자미를 기호처럼
그린 무늬를 늘어놓은 깔개."
41209,170,om536,
41215,170,ショウグンギザミ敷物,쇼군기자미 깔개
41236,170,"場所：床　　重ね：○　上置：○
ショウグンギザミを記号的に
描いた柄を並べた敷物。","장소：바닥　　중첩：○　위에놓기：○
쇼군기자미를 기호처럼
그린 무늬를 늘어놓은 깔개."
41317,171,om537,
41323,171,ババコンガの敷物,바바콩가 깔개
41340,171,"場所：床　　重ね：○　上置：○
ババコンガを記号的に描いた柄
を並べた敷物。","장소：바닥　　중첩：○　위에놓기：○
바바콩가를 기호처럼 그린 무늬
를 늘어놓은 깔개."
41415,172,om538,
41421,172,ドドブランゴの敷物,도도브랑고 깔개
41440,172,"場所：床　　重ね：○　上置：○
ドドブランゴを記号的に描いた
柄を並べた敷物。","장소：바닥　　중첩：○　위에놓기：○
도도브랑고를 기호처럼 그린
무늬를 늘어놓은 깔개."
41517,173,om601,
41523,173,ランポスの模型,란포스 모형
41538,173,"場所：不問　重ね：○　上置：×
ランポスを模して作られた品。
~C02床・壁・天井に設置可能~C17","장소：불문　　중첩：○　위에놓기：×
란포스를 본떠 만든 물건.
~C02바닥·벽·천장에 설치 가능~C17"
41629,174,om602,
41635,174,ゲネポスの模型,게네포스 모형
41650,174,"場所：不問　重ね：○　上置：×
ゲネポスを模して作られた品。
~C02床・壁・天井に設置可能~C17","장소：불문　　중첩：○　위에놓기：×
게네포스를 본떠 만든 물건.
~C02바닥·벽·천장에 설치 가능~C17"
41741,175,om603,
41747,175,イーオスの模型,이오스 모형
41762,175,"場所：不問　重ね：○　上置：×
イーオスを模して作られた品。
~C02床・壁・天井に設置可能~C17","장소：불문　　중첩：○　위에놓기：×
이오스를 본떠 만든 물건.
~C02바닥·벽·천장에 설치 가능~C17"
41853,176,om604,
41859,176,ヤオザミの模型,야오자미 모형
41874,176,"場所：不問　重ね：○　上置：×
ヤオザミを模して作られた品。
~C02床・壁・天井に設置可能~C17","장소：불문　　중첩：○　위에놓기：×
야오자미를 본떠 만든 물건.
~C02바닥·벽·천장에 설치 가능~C17"
41965,177,om605,
41971,177,ガミザミの模型,가미자미 모형
41986,177,"場所：不問　重ね：○　上置：×
ガミザミを模して作られた品。
~C02床・壁・天井に設置可能~C17","장소：불문　　중첩：○　위에놓기：×
가미자미를 본떠 만든 물건.
~C02바닥·벽·천장에 설치 가능~C17"
42077,178,om606,
42083,178,ケルビの模型,케루비 모형
42096,178,"場所：不問　重ね：○　上置：×
ケルビを模して作られた品。
~C02床・壁・天井に設置可能~C17","장소：불문　　중첩：○　위에놓기：×
케루비를 본떠 만든 물건.
~C02바닥·벽·천장에 설치 가능~C17"
42185,179,om607,
42191,179,ガウシカの模型,가우시카 모형
42206,179,"場所：不問　重ね：○　上置：×
ガウシカを模して作られた品。
~C02床・壁・天井に設置可能~C17","장소：불문　　중첩：○　위에놓기：×
가우시카를 본떠 만든 물건.
~C02바닥·벽·천장에 설치 가능~C17"
42297,180,om608,
42303,180,モスの模型,모스 모형
42314,180,"場所：不問　重ね：○　上置：×
モスを模して作られた品。
~C02床・壁・天井に設置可能~C17","장소：불문　　중첩：○　위에놓기：×
모스를 본떠 만든 물건.
~C02바닥·벽·천장에 설치 가능~C17"
42401,181,om609,
42407,181,ブルファンゴの模型,불팡고 모형
42426,181,"場所：不問　重ね：○　上置：×
ブルファンゴを模して作られた品。
~C02床・壁・天井に設置可能~C17","장소：불문　　중첩：○　위에놓기：×
불팡고를 본떠 만든 물건.
~C02바닥·벽·천장에 설치 가능~C17"
42521,182,om610,
42527,182,ドスランポスの模型,도스란포스 모형
42546,182,"場所：不問　重ね：○　上置：×
ドスランポスを模して作られた品。
~C02床・壁・天井に設置可能~C17","장소：불문　　중첩：○　위에놓기：×
도스란포스를 본떠 만든 물건.
~C02바닥·벽·천장에 설치 가능~C17"
42641,183,om611,
42647,183,ドスゲネポスの模型,도스게네포스 모형
42666,183,"場所：不問　重ね：○　上置：×
ドスゲネポスを模して作られた品。
~C02床・壁・天井に設置可能~C17","장소：불문　　중첩：○　위에놓기：×
도스게네포스를 본떠 만든 물건.
~C02바닥·벽·천장에 설치 가능~C17"
42761,184,om612,
42767,184,ドスイーオスの模型,도스이오스 모형
42786,184,"場所：不問　重ね：○　上置：×
ドスイーオスを模して作られた品。
~C02床・壁・天井に設置可能~C17","장소：불문　　중첩：○　위에놓기：×
도스이오스를 본떠 만든 물건.
~C02바닥·벽·천장에 설치 가능~C17"
42881,185,om613,
42887,185,イャンクックの頭飾り,얀쿡 머리장식
42908,185,"場所：不問　重ね：○　上置：×
イャンクックを模して作られた品。
~C02床・壁・天井に設置可能~C17","장소：불문　　중첩：○　위에놓기：×
얀쿡을 본떠 만든 물건.
~C02바닥·벽·천장에 설치 가능~C17"
43003,186,om614,
43009,186,ババコンガの頭飾り,바바콩가 머리장식
43028,186,"場所：不問　重ね：○　上置：×
ババコンガを模して作られた品。
~C02床・壁・天井に設置可能~C17","장소：불문　　중첩：○　위에놓기：×
바바콩가를 본떠 만든 물건.
~C02바닥·벽·천장에 설치 가능~C17"
43121,187,om615,
43127,187,リオレイアの頭飾り,리오레이아 머리장식
43146,187,"場所：不問　重ね：○　上置：×
リオレイアを模して作られた品。
~C02床・壁・天井に設置可能~C17","장소：불문　　중첩：○　위에놓기：×
리오레이아를 본떠 만든 물건.
~C02바닥·벽·천장에 설치 가능~C17"
43239,188,om616,
43245,188,フルフルの頭飾り,푸르푸르 머리장식
43262,188,"場所：不問　重ね：○　上置：×
フルフルを模して作られた品。
~C02床・壁・天井に設置可能~C17","장소：불문　　중첩：○　위에놓기：×
푸르푸르를 본떠 만든 물건.
~C02바닥·벽·천장에 설치 가능~C17"
43353,189,om617,
43359,189,ガレオスの頭飾り,가레오스 머리장식
43376,189,"場所：不問　重ね：○　上置：×
ガレオスを模して作られた品。
~C02床・壁・天井に設置可能~C17","장소：불문　　중첩：○　위에놓기：×
가레오스를 본떠 만든 물건.
~C02바닥·벽·천장에 설치 가능~C17"
43467,190,om618,
43473,190,ゲリョスの頭飾り,게료스 머리장식
43490,190,"場所：不問　重ね：○　上置：×
ゲリョスを模して作られた品。
~C02床・壁・天井に設置可能~C17","장소：불문　　중첩：○　위에놓기：×
게료스를 본떠 만든 물건.
~C02바닥·벽·천장에 설치 가능~C17"
43581,191,om619,
43587,191,ディアブロスの頭飾り,디아브로스 머리장식
43608,191,"場所：不問　重ね：○　上置：×
ディアブロスを模して作られた品。
~C02床・壁・天井に設置可能~C17","장소：불문　　중첩：○　위에놓기：×
디아브로스를 본떠 만든 물건.
~C02바닥·벽·천장에 설치 가능~C17"
43703,192,om625,
43709,192,テーブル,테이블
43718,192,"場所：床　　重ね：○　上置：○
広場で見かけるテーブル。
どこか懐かしく、どこか親しみ
やすい１品。","장소：바닥　　중첩：○　위에놓기：○
광장에서 볼 수 있는 테이블.
어딘가 그립고, 어딘가 친숙
하게 느껴지는 １품."
43816,193,om626,
43822,193,本棚,책장
43827,193,"場所：床　　重ね：○　上置：○
マイハウスで見かける本棚。
どこか懐かしく、どこか親しみ
やすい１品。","장소：바닥　　중첩：○　위에놓기：○
마이하우스에서 볼 수 있는 책장.
어딘가 그립고, 어딘가 친숙
하게 느껴지는 １품."
43927,194,om627,
43933,194,植物,식물
43938,194,"場所：床　　重ね：○　上置：×
どこにでもありそうな植物。
どこか懐かしく、どこか親しみ
やすい１品。","장소：바닥　　중첩：○　위에놓기：×
어디에나 있을 법한 식물.
어딘가 그립고, 어딘가 친숙
하게 느껴지는 １품."
44038,195,om628,
44044,195,木製の棚【食器】,목제 선반[식기]
44061,195,"場所：床　　重ね：○　上置：○
酒場などで見かける棚。
どこか懐かしく、どこか親しみ
やすい１品。","장소：바닥　　중첩：○　위에놓기：○
주점 등에서 볼 수 있는 선반.
어딘가 그립고, 어딘가 친숙
하게 느껴지는 １품."
44157,196,om629,
44163,196,樽【無印】,나무통[무지]
44174,196,"場所：床　　重ね：○　上置：○
酒場などで見かける樽。
どこか懐かしく、どこか親しみ
やすい１品。","장소：바닥　　중첩：○　위에놓기：○
주점 등에서 볼 수 있는 나무통.
어딘가 그립고, 어딘가 친숙
하게 느껴지는 １품."
44270,197,om630,
44276,197,天井飾り,천장장식
44285,197,"場所：天井　重ね：×　上置：×
賑やかな催し事などで飾られる
天井用の装飾品。どこか懐かしく、
親しみの湧く１品。","장소：천장　　중첩：×　위에놓기：×
떠들썩한 행사 등에서 장식되는
천장용 장식품. 어딘가 그립고,
정감이 가는 １품."
44397,198,om631,
44403,198,カウンター,카운터
44414,198,"場所：床　　重ね：○　上置：○
酒場などで見かけるカウンターに
似た家具。あるとなぜか落ち着い
てしまう１品。","장소：바닥　　중첩：○　위에놓기：○
주점 등에서 볼 수 있는 카운터를
닮은 가구. 있으면 왠지 마음이
편안해지는 １품."
44522,199,om632,
44528,199,特大樽【黄】,특대 나무통[황색]
44541,199,"場所：床　　重ね：○　上置：○
酒場などで見かける大樽。
部屋にインパクトが欲しいとき
は、これ１つで大丈夫。","장소：바닥　　중첩：○　위에놓기：○
주점 등에서 볼 수 있는 큰 나무통.
방에 포인트를 주고 싶을 때
는, 이것 하나면 충분하다."
44649,200,om633,
44655,200,特大樽【赤】,특대 나무통[적색]
44668,200,"場所：床　　重ね：○　上置：○
酒場などで見かける大樽。
部屋の隙間が気になるときは
これ１つで大丈夫。","장소：바닥　　중첩：○　위에놓기：○
주점 등에서 볼 수 있는 큰 나무통.
방의 빈 공간이 신경 쓰일 때는
이것 하나면 충분하다."
44770,201,om634,
44776,201,樽【肉球】,나무통[발바닥]
44787,201,"場所：床　　重ね：○　上置：○
酒場などで見かける樽。
肉球のマークが特徴。","장소：바닥　　중첩：○　위에놓기：○
주점 등에서 볼 수 있는 나무통.
발바닥 무늬가 특징."
44862,202,om635,
44868,202,果物籠【小】,과일바구니[소]
44881,202,"場所：床　　重ね：○　上置：×
お店で見かけるのと同じ小さな
果物籠。
空腹時はこれを飾って我慢。","장소：바닥　　중첩：○　위에놓기：×
가게에서 보던 것과 같은 작은
과일바구니.
배고플 때는 이걸 놓고 참자."
44977,203,om636,
44983,203,果物籠【大】,과일바구니[대]
44996,203,"場所：床　　重ね：○　上置：×
お店で見かけるのと同じ大きな
果物籠。
空腹時はこれを飾って我慢。","장소：바닥　　중첩：○　위에놓기：×
가게에서 보던 것과 같은 큰
과일바구니.
배고플 때는 이걸 놓고 참자."
45092,204,om663,
45098,204,武具人形【ライト】,장비 인형[라이트]
45117,204,"場所：床　　重ね：○　上置：×
装備を飾ることができる人形。
ライトボウガン装備専用。
~C02武具人形は５個まで設置可能~C17","장소：바닥　　중첩：○　위에놓기：×
장비를 장식할 수 있는 인형.
라이트 보우건 장비 전용.
~C02장비 인형은 ５개까지 설치 가능~C17"
45237,205,om664,
45243,205,武具人形【Ｇランス】,장비 인형[Ｇ랜스]
45264,205,"場所：床　　重ね：○　上置：×
装備を飾ることができる人形。
ガンランス装備専用。
~C02武具人形は５個まで設置可能~C17","장소：바닥　　중첩：○　위에놓기：×
장비를 장식할 수 있는 인형.
건랜스 장비 전용.
~C02장비 인형은 ５개까지 설치 가능~C17"
45380,206,om665,
45386,206,武具人形【基本】,장비 인형[기본]
45403,206,"場所：床　　重ね：○　上置：×
装備を飾ることができる人形。
武器は収めた状態で飾られる。
~C02武具人形は５個まで設置可能~C17","장소：바닥　　중첩：○　위에놓기：×
장비를 장식할 수 있는 인형.
무기는 넣은 상태로 장식된다.
~C02장비 인형은 ５개까지 설치 가능~C17"
45527,207,om666,
45533,207,武具人形【片手剣】,장비 인형[한손검]
45552,207,"場所：床　　重ね：○　上置：×
装備を飾ることができる人形。
片手剣装備専用。
~C02武具人形は５個まで設置可能~C17","장소：바닥　　중첩：○　위에놓기：×
장비를 장식할 수 있는 인형.
한손검 장비 전용.
~C02장비 인형은 ５개까지 설치 가능~C17"
45664,208,om667,
45670,208,武具人形【双剣１】,장비 인형[쌍검１]
45689,208,"場所：床　　重ね：○　上置：×
装備を飾ることができる人形。
双剣装備専用。
~C02武具人形は５個まで設置可能~C17","장소：바닥　　중첩：○　위에놓기：×
장비를 장식할 수 있는 인형.
쌍검 장비 전용.
~C02장비 인형은 ５개까지 설치 가능~C17"
45799,209,om668,
45805,209,武具人形【ランス】,장비 인형[랜스]
45824,209,"場所：床　　重ね：○　上置：×
装備を飾ることができる人形。
ランス装備専用。
~C02武具人形は５個まで設置可能~C17","장소：바닥　　중첩：○　위에놓기：×
장비를 장식할 수 있는 인형.
랜스 장비 전용.
~C02장비 인형은 ５개까지 설치 가능~C17"
45936,210,om669,
45942,210,武具人形【ハンマ１】,장비 인형[해머１]
45963,210,"場所：床　　重ね：○　上置：×
装備を飾ることができる人形。
ハンマー装備専用。
~C02武具人形は５個まで設置可能~C17","장소：바닥　　중첩：○　위에놓기：×
장비를 장식할 수 있는 인형.
해머 장비 전용.
~C02장비 인형은 ５개까지 설치 가능~C17"
46077,211,om670,
46083,211,武具人形【狩猟笛】,장비 인형[수렵피리]
46102,211,"場所：床　　重ね：○　上置：×
装備を飾ることができる人形。
狩猟笛装備専用。
~C02武具人形は５個まで設置可能~C17","장소：바닥　　중첩：○　위에놓기：×
장비를 장식할 수 있는 인형.
수렵피리 장비 전용.
~C02장비 인형은 ５개까지 설치 가능~C17"
46214,212,om671,
46220,212,武具人形【ヘビィ】,장비 인형[헤비]
46239,212,"場所：床　　重ね：○　上置：×
装備を飾ることができる人形。
ヘビィボウガン装備専用。
~C02武具人形は５個まで設置可能~C17","장소：바닥　중첩：○　위에놓기：×
장비를 장식할 수 있는 인형.
헤비보우건 장비 전용.
~C02장비 인형은 5개까지 설치 가능~C17"
46359,213,om672,
46365,213,武具人形【大剣】,장비 인형[대검]
46382,213,"場所：床　　重ね：○　上置：×
装備を飾ることができる人形。
大剣装備専用。
~C02武具人形は５個まで設置可能~C17","장소：바닥　중첩：○　위에놓기：×
장비를 장식할 수 있는 인형.
대검 장비 전용.
~C02장비 인형은 5개까지 설치 가능~C17"
46492,214,om673,
46498,214,武具人形【太刀３】,장비 인형[태도3]
46517,214,"場所：床　　重ね：○　上置：×
装備を飾ることができる人形。
太刀装備専用。
~C02武具人形は５個まで設置可能~C17","장소：바닥　중첩：○　위에놓기：×
장비를 장식할 수 있는 인형.
태도 장비 전용.
~C02장비 인형은 5개까지 설치 가능~C17"
46627,215,om674,
46633,215,武具人形【弓】,장비 인형[활]
46648,215,"場所：床　　重ね：○　上置：×
装備を飾ることができる人形。
弓装備専用。
~C02武具人形は５個まで設置可能~C17","장소：바닥　중첩：○　위에놓기：×
장비를 장식할 수 있는 인형.
활 장비 전용.
~C02장비 인형은 5개까지 설치 가능~C17"
46756,216,om701,
46762,216,武具人形【弓２】,장비 인형[활2]
46779,216,"場所：床　　重ね：○　上置：×
装備を飾ることができる人形。
弓装備専用。
~C02武具人形は５個まで設置可能~C17","장소：바닥　중첩：○　위에놓기：×
장비를 장식할 수 있는 인형.
활 장비 전용.
~C02장비 인형은 5개까지 설치 가능~C17"
46887,217,om702,
46893,217,武具人形【太刀２】,장비 인형[태도2]
46912,217,"場所：床　　重ね：○　上置：×
装備を飾ることができる人形。
太刀装備専用。
~C02武具人形は５個まで設置可能~C17","장소：바닥　중첩：○　위에놓기：×
장비를 장식할 수 있는 인형.
태도 장비 전용.
~C02장비 인형은 5개까지 설치 가능~C17"
47022,218,om703,
47028,218,武具人形【ハンマ２】,장비 인형[해머2]
47049,218,"場所：床　　重ね：○　上置：×
装備を飾ることができる人形。
ハンマー装備専用。
~C02武具人形は５個まで設置可能~C17","장소：바닥　　중첩：○　위에놓기：×
장비를 장식할 수 있는 인형.
해머 장비 전용.
~C02장비 인형은 ５개까지 설치 가능~C17"
47163,219,om704,
47169,219,武具人形【ランス２】,장비 인형[랜스2]
47190,219,"場所：床　　重ね：○　上置：×
装備を飾ることができる人形。
ランス装備専用。
~C02武具人形は５個まで設置可能~C17","장소：바닥　　중첩：○　위에놓기：×
장비를 장식할 수 있는 인형.
랜스 장비 전용.
~C02장비 인형은 ５개까지 설치 가능~C17"
47302,220,om705,
47308,220,武具人形【双剣２】,장비 인형[쌍검2]
47327,220,"場所：床　　重ね：○　上置：×
装備を飾ることができる人形。
双剣装備専用。
~C02武具人形は５個まで設置可能~C17","장소：바닥　　중첩：○　위에놓기：×
장비를 장식할 수 있는 인형.
쌍검 장비 전용.
~C02장비 인형은 ５개까지 설치 가능~C17"
47437,221,om706,
47443,221,武具人形【ロデオ】,장비 인형[로데오]
47462,221,"場所：床　　重ね：○　上置：×
防具のみを飾る人形。
モスの置物に飛び乗っている。
~C02武具人形は５個まで設置可能~C17","장소：바닥　중첩：○　위에놓기：×
방어구만 장식하는 인형. 모스
장식물 위에 올라타 있다. ~C02장비
인형은 5개까지 설치 가능~C17"
47578,222,om707,
47584,222,武具人形【ぶっ飛び】,장비 인형[나가떨어짐]
47605,222,"場所：床　　重ね：○　上置：×
防具のみを飾る人形。
攻撃を受けた格好をしている。
~C02武具人形は５個まで設置可能~C17","장소：바닥　중첩：○　위에놓기：×
방어구만 장식하는 인형. 공격을
받은 모습을 하고 있다. ~C02장비
인형은 5개까지 설치 가능~C17"
47721,223,om708,
47727,223,武具人形【剣士】,장비 인형[검사]
47744,223,"場所：床　　重ね：○　上置：×
装備を飾ることができる人形。
剣士系装備専用。
~C02武具人形は５個まで設置可能~C17","장소：바닥　중첩：○　위에놓기：×
장비를 장식할 수 있는 인형.
검사 계열 장비 전용.
~C02장비 인형은 5개까지 설치 가능~C17"
47856,224,om709,
47862,224,武具人形【大剣２】,장비 인형[대검2]
47881,224,"場所：床　　重ね：○　上置：×
大剣を飾ることができる人形。
【太刀１】と組み合わせられる。
~C02武具人形は５個まで設置可能~C17","장소：바닥　중첩：○　위에놓기：×
대검을 장식할 수 있는 인형.
[태도1]과 조합할 수 있다. ~C02장비
인형은 5개까지 설치 가능~C17"
48007,225,om710,
48013,225,武具人形【太刀１】,장비 인형[태도1]
48032,225,"場所：床　　重ね：○　上置：×
太刀を飾ることができる人形。
【大剣２】と組み合わせられる。
~C02武具人形は５個まで設置可能~C17","장소：바닥　중첩：○　위에놓기：×
태도를 장식할 수 있는 인형.
[대검2]와 조합할 수 있다. ~C02장비
인형은 5개까지 설치 가능~C17"
48158,226,om911,
48164,226,竜骨のすべり台,용골 미끄럼틀
48179,226,"場所：床　　重ね：○　上置：×
竜骨を使った幼児用玩具。
自然な丸みにより角はなく、
安全である。","장소：바닥　중첩：○　위에놓기：×
용골을 사용한 유아용 장난감.
자연스러운 둥근 모양이라 모서리가
없어 안전하다."
48275,227,om912,
48281,227,豪華な歌姫人形【上】,화려한 가희 인형[상]
48302,227,"場所：床　　重ね：○　上置：×
歌姫を模した豪華な置物。
あまりの大きさのため、３つに
分割された上部分。","장소：바닥　중첩：○　위에놓기：×
가희를 본뜬 화려한 장식물.
너무 커서 3개로
분할된 윗부분."
48406,228,om913,
48412,228,豪華な歌姫人形【中】,화려한 가희 인형[중]
48433,228,"場所：床　　重ね：○　上置：○
歌姫を模した豪華な置物。
あまりの大きさのため、３つに
分割された中部分。","장소：바닥　중첩：○　위에놓기：○
가희를 본뜬 화려한 장식물.
너무 커서 3개로
분할된 가운데 부분."
48537,229,om914,
48543,229,豪華な歌姫人形【下】,화려한 가희 인형[하]
48564,229,"場所：床　　重ね：○　上置：○
歌姫を模した豪華な置物。
あまりの大きさのため、３つに
分割された下部分。","장소：바닥　중첩：○　위에놓기：○
가희를 본뜬 화려한 장식물.
너무 커서 3개로
분할된 아랫부분."
48668,230,om915,
48674,230,豪華な村置物【上】,화려한 마을 장식물[상]
48693,230,"場所：床　　重ね：○　上置：×
村の雰囲気を模した置物。
あまりの大きさのため、３つに
分割された上部分。","장소：바닥　중첩：○　위에놓기：×
마을 분위기를 본뜬 장식물.
너무 커서 3개로
분할된 윗부분."
48797,231,om916,
48803,231,豪華な村置物【中】,화려한 마을 장식물[중]
48822,231,"場所：床　　重ね：○　上置：○
村の雰囲気を模した置物。
あまりの大きさのため、３つに
分割された中部分。","장소：바닥　중첩：○　위에놓기：○
마을 분위기를 본뜬 장식물.
너무 커서 3개로
분할된 가운데 부분."
48926,232,om917,
48932,232,豪華な村置物【下】,화려한 마을 장식물[하]
48951,232,"場所：床　　重ね：○　上置：○
村の雰囲気を模した置物。
あまりの大きさのため、３つに
分割された下部分。","장소：바닥　중첩：○　위에놓기：○
마을 분위기를 본뜬 장식물.
너무 커서 3개로
분할된 아랫부분."
49055,233,om936,
49061,233,豪華な御輿【上】,화려한 가마[상]
49078,233,"場所：床　　重ね：○　上置：×
祭りの雰囲気を模した置物。
あまりの大きさのため、３つに
分割された上部分。","장소：바닥　중첩：○　위에놓기：×
축제 분위기를 본뜬 장식물.
너무 커서 3개로
분할된 윗부분."
49184,234,om937,
49190,234,豪華な御輿【中】,화려한 가마[중]
49207,234,"場所：床　　重ね：○　上置：○
祭りの雰囲気を模した置物。
あまりの大きさのため、３つに
分割された中部分。","장소：바닥　중첩：○　위에놓기：○
축제 분위기를 본뜬 장식물.
너무 커서 3개로
분할된 가운데 부분."
49313,235,om938,
49319,235,豪華な御輿【下】,화려한 가마[하]
49336,235,"場所：床　　重ね：○　上置：○
祭りの雰囲気を模した置物。
あまりの大きさのため、３つに
分割された下部分。","장소：바닥　중첩：○　위에놓기：○
축제 분위기를 본뜬 장식물.
너무 커서 3개로
분할된 아랫부분."
49442,236,s264_F001,
49452,236,はじめの床,처음 바닥
49463,236,"場所：床　　重ね：×　上置：○
はじめからギャラリーに使われ
ている床。","장소：바닥　중첩：×　위에놓기：○
처음부터 갤러리에 사용되고
있는 바닥."
49534,237,s264_F002,
49544,237,白い毛の絨毯,하얀 털 카펫
49557,237,"場所：床　　重ね：×　上置：○
ブランゴの毛を使った絨毯。
一面真っ白となり、部屋の
雰囲気が一新する。","장소：바닥　중첩：×
위에놓기：○ 브랑고의 털을
사용한 카펫. 온통 새하얗게
되어 방의 분위기가 확 바뀐다."
49659,238,s264_F003,
49669,238,ランポスの絨毯,란포스 카펫
49684,238,"場所：床　　重ね：×　上置：○
ランポスを記号的に
描いた柄を一面に並べた絨毯。","장소：바닥　중첩：×　위에놓기：○
란포스를 기호처럼
그린 무늬를 전체에 늘어놓은 카펫."
49763,239,s264_F004,
49773,239,イャンクックの絨毯,얀쿡 카펫
49792,239,"場所：床　　重ね：×　上置：○
イャンクックを記号的に
描いた柄を一面に並べた絨毯。","장소：바닥　중첩：×　위에놓기：○
얀쿡을 기호처럼
그린 무늬를 전체에 늘어놓은 카펫."
49875,240,s264_F005,
49885,240,ブルファンゴの絨毯,불팡고 카펫
49904,240,"場所：床　　重ね：×　上置：○
ブルファンゴを記号的に
描いた柄を一面に並べた絨毯。","장소：바닥　중첩：×　위에놓기：○
불팡고를 기호처럼
그린 무늬를 전체에 늘어놓은 카펫."
49987,241,s264_F006,
49997,241,毛皮の絨毯,모피 카펫
50008,241,"場所：床　　重ね：×　上置：○
ガウシカの毛皮をデザイン的に
合わせた絨毯。好き嫌いの好み
が大きく分かれている絨毯。","장소：바닥　중첩：×　위에놓기：○
가우시카의 모피를 디자인적으로
조합한 카펫. 호불호가
크게 갈리는 카펫."
50124,242,s264_F007,
50134,242,草原の絨毯,초원 카펫
50145,242,"場所：床　　重ね：×　上置：○
草原の雰囲気を再現した絨毯。
あまりのリアルさに、満足の声
が止まないほど。","장소：바닥　중첩：×　위에놓기：○
초원의 분위기를 재현한 카펫.
너무나 리얼해서 만족하는
목소리가 끊이지 않을 정도."
50251,243,s264_T001,
50261,243,はじめの天井,처음 천장
50274,243,"場所：天井　重ね：×　上置：○
はじめからギャラリーに使われ
ている天井。","장소：천장　중첩：×　위에놓기：○
처음부터 갤러리에 사용되고
있는 천장."
50347,244,s264_T002,
50357,244,青空の天井,파란 하늘 천장
50368,244,"場所：天井　重ね：×　上置：○
晴れた日の空を模した天井。","장소：천장　중첩：×　위에놓기：○
맑은 날의 하늘을 본뜬 천장."
50426,245,s264_T003,
50436,245,曇りの天井,흐린 하늘 천장
50447,245,"場所：天井　重ね：×　上置：○
曇った日の空を模した天井。","장소：천장　중첩：×　위에놓기：○
흐린 날의 하늘을 본뜬 천장."
50505,246,s264_T004,
50515,246,夜空の天井,밤하늘 천장
50526,246,"場所：天井　重ね：×　上置：○
晴れた夜空を模した天井。","장소：천장　중첩：×　위에놓기：○
맑게 갠 밤하늘을 본뜬 천장."
50582,247,s264_W001,
50592,247,はじめの壁,처음 벽
50603,247,"場所：壁　　重ね：×　上置：○
はじめからギャラリーに使われ
ている壁紙。","장소：벽　중첩：×　위에놓기：○
처음부터 갤러리에 사용되고
있는 벽지."
50676,248,s264_W002,
50686,248,青鱗の壁紙,파란 비늘 벽지
50697,248,"場所：壁　　重ね：×　上置：○
ランポスの鱗を加工して貼り
並べた壁紙。とても鮮やかな
発色をしている。","장소：벽　중첩：×
위에놓기：○ 란포스의 비늘을
가공해 붙여 늘어놓은 벽지.
매우 선명한 발색을 띠고 있다."
50799,249,s264_W003,
50809,249,黄鱗の壁紙,노란 비늘 벽지
50820,249,"場所：壁　　重ね：×　上置：○
ゲネポスの鱗を加工して貼り
並べた壁紙。とても鮮やかな
発色をしている。","장소：벽　중첩：×
위에놓기：○ 게네포스의 비늘을
가공해 붙여 늘어놓은 벽지.
매우 선명한 발색을 띠고 있다."
50922,250,s264_W004,
50932,250,赤鱗の壁紙,빨간 비늘 벽지
50943,250,"場所：壁　　重ね：×　上置：○
イーオスの鱗を加工して貼り
並べた壁紙。とても鮮やかな
発色をしている。","장소：벽　중첩：×
위에놓기：○ 이오스의 비늘을
가공해 붙여 늘어놓은 벽지.
매우 선명한 발색을 띠고 있다."
51045,251,s264_W005,
51055,251,複数鱗の壁紙,여러 비늘 벽지
51068,251,"場所：壁　　重ね：×　上置：○
複数種の鱗を加工して貼り並
べた壁紙。とても鮮やかな発
色をしている。","장소：벽　중첩：×　위에놓기：○
여러 종류의 비늘을 가공해 붙여
늘어놓은 벽지. 매우 선명한
발색을 띠고 있다."
51168,252,s264_W006,
51178,252,森の壁紙,숲 벽지
51187,252,"場所：壁　　重ね：×　上置：○
森に狩猟に出ている気分にさせ
る壁紙。異国の技術による、
写実的な仕上がり。","장소：벽　중첩：×　위에놓기：○
숲으로 사냥을 나간 기분이 들게
하는 벽지. 이국의 기술로
사실적으로 마무리되었다."
51293,253,om539,
51299,253,ヒプノックの敷物,히프노크 깔개
51316,253,"場所：床　　重ね：○　上置：○
ヒプノックを記号的に描いた
柄を並べた敷物。","장소：바닥　중첩：○　위에놓기：○
히프노크를 기호처럼 그린
무늬를 늘어놓은 깔개."
51391,254,om540,
